Time (s) A1,Force (N) A1,Time (s) A2,Force (N) A2,Time (s) A3,Force (N) A3,Time (s) B1,Force (N) B1,Time (s) B2,Force (N) B2,Time (s) B3,Force (N) B3,Time (s) Control 1,Force (N) Control 1,Time (s) Control 2,Force (N) Control 2,Time (s) Control 3,Force (N) Control 3
5.312,0.31,,,5.312,0.01,,,5.312,0.01,,,5.312,0.28,5.312,0.01,5.312,0.0
5.314,0.3,,,5.314,0.0,,,5.314,0.0,,,5.314,0.28,5.314,0.01,5.314,0.0
5.316,0.31,,,5.316,0.0,,,5.316,0.01,,,5.316,0.27,5.316,0.01,5.316,0.0
5.318,0.3,,,5.318,0.0,,,5.318,0.0,,,5.318,0.27,5.318,0.02,5.318,0.0
5.32,0.3,,,5.32,0.01,,,5.32,0.0,,,5.32,0.27,5.32,0.02,5.32,0.0
5.322,0.3,,,5.322,0.01,,,5.322,0.01,,,5.322,0.27,5.322,0.0,5.322,0.0
5.324,0.31,,,5.324,0.02,,,5.324,0.01,,,5.324,0.27,5.324,0.02,5.324,0.0
5.326,0.3,,,5.326,0.01,,,5.326,0.01,,,5.326,0.28,5.326,0.01,5.326,0.0
5.328,0.3,,,5.328,0.0,,,5.328,0.01,,,5.328,0.27,5.328,0.01,5.328,-0.01
5.33,0.3,,,5.33,0.01,,,5.33,0.0,,,5.33,0.27,5.33,0.02,5.33,0.0
5.332,0.3,,,5.332,0.0,,,5.332,0.02,,,5.332,0.27,5.332,0.01,5.332,0.0
5.334,0.31,,,5.334,0.01,,,5.334,0.01,,,5.334,0.27,5.334,0.02,5.334,-0.01
5.336,0.3,,,5.336,0.0,,,5.336,0.01,,,5.336,0.28,5.336,0.02,5.336,-0.01
5.338,0.3,,,5.338,0.01,,,5.338,0.02,,,5.338,0.27,5.338,0.01,5.338,0.0
5.34,0.29,,,5.34,0.01,,,5.34,-0.01,,,5.34,0.27,5.34,0.01,5.34,-0.01
5.342,0.29,,,5.342,0.0,,,5.342,0.0,,,5.342,0.28,5.342,0.02,5.342,0.0
5.344,0.3,,,5.344,0.01,,,5.344,0.0,,,5.344,0.28,5.344,0.0,5.344,0.0
5.346,0.3,,,5.346,0.0,,,5.346,0.0,,,5.346,0.27,5.346,0.0,5.346,0.0
5.348,0.31,,,5.348,0.02,,,5.348,0.01,,,5.348,0.28,5.348,0.01,5.348,0.0
5.35,0.31,,,5.35,0.01,,,5.35,0.0,,,5.35,0.28,5.35,0.0,5.35,0.0
5.352,0.3,,,5.352,0.02,,,5.352,-0.01,,,5.352,0.27,5.352,0.0,5.352,-0.01
5.354,0.3,,,5.354,0.01,,,5.354,0.0,,,5.354,0.27,5.354,0.0,5.354,-0.01
5.356,0.31,,,5.356,0.0,,,5.356,0.0,,,5.356,0.27,5.356,0.0,5.356,-0.01
5.358,0.3,,,5.358,0.0,,,5.358,0.0,,,5.358,0.27,5.358,0.0,5.358,-0.01
5.36,0.31,,,5.36,0.0,,,5.36,0.01,,,5.36,0.27,5.36,0.01,5.36,-0.01
5.362,0.3,,,5.362,0.0,,,5.362,0.0,,,5.362,0.26,5.362,0.02,5.362,-0.01
5.364,0.3,,,5.364,0.01,,,5.364,0.01,,,5.364,0.26,5.364,0.01,5.364,-0.02
5.366,0.3,,,5.366,0.0,,,5.366,0.0,,,5.366,0.27,5.366,0.01,5.366,-0.02
5.368,0.31,,,5.368,0.0,,,5.368,0.01,,,5.368,0.27,5.368,0.01,5.368,-0.01
5.37,0.31,,,5.37,0.0,,,5.37,0.01,,,5.37,0.26,5.37,0.0,5.37,0.0
5.372,0.31,,,5.372,0.01,,,5.372,0.0,,,5.372,0.27,5.372,0.01,5.372,-0.02
5.374,0.31,,,5.374,0.01,,,5.374,0.0,,,5.374,0.27,5.374,0.02,5.374,-0.01
5.376,0.3,,,5.376,0.0,,,5.376,0.01,,,5.376,0.26,5.376,0.01,5.376,-0.01
5.378,0.32,,,5.378,0.0,,,5.378,0.01,,,5.378,0.25,5.378,0.01,5.378,0.0
5.38,0.32,,,5.38,0.0,,,5.38,0.01,,,5.38,0.26,5.38,0.01,5.38,0.0
5.382,0.32,,,5.382,0.01,,,5.382,0.01,,,5.382,0.26,5.382,0.0,5.382,-0.01
5.384,0.31,,,5.384,0.01,,,5.384,0.01,,,5.384,0.26,5.384,0.02,5.384,-0.01
5.386,0.31,,,5.386,0.01,,,5.386,0.01,,,5.386,0.26,5.386,0.01,5.386,-0.01
5.388,0.32,,,5.388,0.01,,,5.388,0.01,,,5.388,0.27,5.388,0.02,5.388,-0.01
5.39,0.31,,,5.39,0.02,,,5.39,0.01,,,5.39,0.26,5.39,0.01,5.39,-0.01
5.392,0.31,,,5.392,0.01,,,5.392,0.01,,,5.392,0.26,5.392,0.0,5.392,-0.01
5.394,0.31,,,5.394,0.01,,,5.394,0.01,,,5.394,0.25,5.394,0.01,5.394,0.0
5.396,0.32,,,5.396,0.01,,,5.396,0.02,,,5.396,0.26,5.396,0.0,5.396,0.0
5.398,0.31,,,5.398,0.02,,,5.398,0.01,,,5.398,0.27,5.398,0.01,5.398,0.0
5.4,0.31,,,5.4,0.01,,,5.4,0.01,,,5.4,0.26,5.4,0.01,5.4,0.0
5.402,0.31,,,5.402,0.01,,,5.402,0.02,,,5.402,0.26,5.402,0.0,5.402,0.0
5.404,0.31,,,5.404,0.01,,,5.404,0.01,,,5.404,0.27,5.404,0.01,5.404,-0.01
5.406,0.31,,,5.406,0.01,,,5.406,0.02,,,5.406,0.26,5.406,0.01,5.406,0.0
5.408,0.32,,,5.408,0.01,,,5.408,0.0,,,5.408,0.26,5.408,0.01,5.408,0.0
5.41,0.31,,,5.41,0.01,,,5.41,0.0,,,5.41,0.27,5.41,0.0,5.41,0.0
5.412,0.32,,,5.412,0.15,,,5.412,0.02,,,5.412,0.27,5.412,0.01,5.412,0.0
5.414,0.31,,,5.414,0.27,,,5.414,0.01,,,5.414,0.26,5.414,0.01,5.414,0.0
5.416,0.31,,,5.416,0.45,,,5.416,0.02,,,5.416,0.27,5.416,0.0,5.416,-0.01
5.418,0.31,,,5.418,0.55,,,5.418,0.02,,,5.418,0.28,5.418,0.02,5.418,-0.01
5.42,0.31,,,5.42,0.67,,,5.42,0.0,,,5.42,0.27,5.42,0.0,5.42,-0.01
5.422,0.31,,,5.422,0.84,,,5.422,0.02,,,5.422,0.28,5.422,0.0,5.422,-0.02
5.424,0.3,,,5.424,0.97,,,5.424,0.01,,,5.424,0.28,5.424,0.02,5.424,-0.01
5.426,0.32,,,5.426,1.11,,,5.426,0.02,,,5.426,0.27,5.426,0.0,5.426,-0.01
5.428,0.31,,,5.428,1.23,,,5.428,0.02,,,5.428,0.28,5.428,0.0,5.428,-0.01
5.43,0.31,,,5.43,1.35,,,5.43,0.0,,,5.43,0.27,5.43,0.01,5.43,0.0
5.432,0.32,,,5.432,1.43,,,5.432,0.01,,,5.432,0.28,5.432,-0.01,5.432,0.0
5.434,0.31,,,5.434,1.52,,,5.434,0.01,,,5.434,0.27,5.434,0.0,5.434,-0.01
5.436,0.31,,,5.436,1.57,,,5.436,0.01,,,5.436,0.27,5.436,0.02,5.436,-0.01
5.438,0.31,,,5.438,1.62,,,5.438,0.02,,,5.438,0.26,5.438,0.0,5.438,0.0
5.44,0.32,,,5.44,1.66,,,5.44,0.0,,,5.44,0.25,5.44,-0.01,5.44,0.0
5.442,0.31,,,5.442,1.7,,,5.442,0.01,,,5.442,0.27,5.442,0.01,5.442,0.01
5.444,0.31,,,5.444,1.74,,,5.444,0.01,,,5.444,0.26,5.444,0.01,5.444,0.01
5.446,0.31,,,5.446,1.77,,,5.446,0.01,,,5.446,0.27,5.446,0.0,5.446,0.0
5.448,0.31,,,5.448,1.77,,,5.448,0.01,,,5.448,0.26,5.448,0.01,5.448,0.0
5.45,0.31,,,5.45,1.77,,,5.45,0.01,,,5.45,0.27,5.45,0.0,5.45,0.0
5.452,0.31,,,5.452,1.74,,,5.452,0.01,,,5.452,0.27,5.452,0.0,5.452,0.0
5.454,0.32,,,5.454,1.68,,,5.454,0.01,,,5.454,0.27,5.454,0.01,5.454,0.0
5.456,0.31,,,5.456,1.61,,,5.456,0.01,,,5.456,0.28,5.456,-0.01,5.456,0.0
5.458,0.31,,,5.458,1.5,,,5.458,0.02,,,5.458,0.28,5.458,0.01,5.458,0.0
5.46,0.31,,,5.46,1.39,,,5.46,0.0,,,5.46,0.26,5.46,0.01,5.46,0.0
5.462,0.31,,,5.462,1.25,,,5.462,0.01,,,5.462,0.27,5.462,-0.01,5.462,-0.01
5.464,0.3,,,5.464,1.13,,,5.464,0.01,,,5.464,0.27,5.464,0.0,5.464,0.0
5.466,0.31,,,5.466,1.03,,,5.466,0.01,,,5.466,0.26,5.466,0.0,5.466,0.0
5.468,0.3,,,5.468,0.94,,,5.468,0.02,,,5.468,0.27,5.468,0.0,5.468,0.0
5.47,0.31,,,5.47,0.83,,,5.47,0.0,,,5.47,0.28,5.47,0.0,5.47,0.0
5.472,0.31,,,5.472,0.76,,,5.472,0.01,,,5.472,0.27,5.472,0.02,5.472,-0.01
5.474,0.31,,,5.474,0.67,,,5.474,0.01,,,5.474,0.26,5.474,0.0,5.474,-0.02
5.476,0.31,,,5.476,0.61,,,5.476,0.01,,,5.476,0.28,5.476,0.01,5.476,-0.01
5.478,0.31,,,5.478,0.55,,,5.478,0.01,,,5.478,0.27,5.478,0.02,5.478,0.0
5.48,0.3,,,5.48,0.49,,,5.48,0.02,,,5.48,0.26,5.48,-0.01,5.48,0.0
5.482,0.3,,,5.482,0.45,,,5.482,0.01,,,5.482,0.26,5.482,0.0,5.482,0.0
5.484,0.31,,,5.484,0.4,,,5.484,0.01,,,5.484,0.26,5.484,0.01,5.484,0.01
5.486,0.32,,,5.486,0.34,,,5.486,0.01,,,5.486,0.26,5.486,-0.01,5.486,0.0
5.488,0.32,,,5.488,0.29,,,5.488,0.01,,,5.488,0.26,5.488,0.0,5.488,0.0
5.49,0.32,,,5.49,0.24,,,5.49,0.02,,,5.49,0.26,5.49,0.01,5.49,0.0
5.492,0.32,,,5.492,0.21,,,5.492,0.01,,,5.492,0.27,5.492,0.0,5.492,0.0
5.494,0.31,,,5.494,0.17,,,5.494,0.02,,,5.494,0.26,5.494,0.0,5.494,0.0
5.496,0.32,,,5.496,0.14,,,5.496,0.01,,,5.496,0.27,5.496,0.01,5.496,-0.01
5.498,0.31,,,5.498,0.11,,,5.498,0.01,,,5.498,0.27,5.498,-0.01,5.498,0.0
5.5,0.31,,,5.5,0.08,,,5.5,0.02,,,5.5,0.27,5.5,0.0,5.5,0.0
5.502,0.31,,,5.502,0.05,,,5.502,0.01,,,5.502,0.27,5.502,0.0,5.502,0.0
5.504,0.31,,,5.504,0.04,,,5.504,0.02,,,5.504,0.27,5.504,0.0,5.504,0.0
5.506,0.31,,,5.506,0.02,,,5.506,0.01,,,5.506,0.27,5.506,0.01,5.506,0.0
5.508,0.31,,,5.508,0.0,,,5.508,0.01,,,5.508,0.27,5.508,0.01,5.508,0.0
5.51,0.3,,,5.51,-0.01,,,5.51,0.02,,,5.51,0.27,5.51,-0.02,5.51,-0.01
5.512,0.31,,,5.512,0.01,,,5.512,0.01,,,5.512,0.28,5.512,0.0,5.512,-0.01
5.514,0.31,,,5.514,0.01,,,5.514,0.01,,,5.514,0.27,5.514,0.0,5.514,-0.01
5.516,0.3,,,5.516,0.0,,,5.516,0.01,,,5.516,0.26,5.516,-0.01,5.516,-0.01
5.518,0.3,,,5.518,0.0,,,5.518,0.0,,,5.518,0.28,5.518,0.01,5.518,-0.02
5.52,0.3,,,5.52,0.0,,,5.52,0.01,,,5.52,0.28,5.52,0.0,5.52,-0.01
5.522,0.31,,,5.522,0.01,,,5.522,0.0,,,5.522,0.27,5.522,0.0,5.522,0.0
5.524,0.3,,,5.524,0.01,,,5.524,0.01,,,5.524,0.27,5.524,0.01,5.524,-0.01
5.526,0.31,,,5.526,0.0,,,5.526,0.01,,,5.526,0.28,5.526,-0.01,5.526,0.0
5.528,0.3,,,5.528,0.01,,,5.528,0.01,,,5.528,0.28,5.528,0.0,5.528,0.0
5.53,0.29,,,5.53,0.0,,,5.53,0.01,,,5.53,0.27,5.53,0.01,5.53,0.0
5.532,0.29,,,5.532,0.0,,,5.532,0.0,,,5.532,0.27,5.532,0.01,5.532,0.0
5.534,0.29,,,5.534,0.01,,,5.534,0.0,,,5.534,0.27,5.534,0.01,5.534,-0.01
5.536,0.29,,,5.536,0.01,,,5.536,0.01,,,5.536,0.28,5.536,0.01,5.536,0.0
5.538,0.29,,,5.538,0.01,,,5.538,0.0,,,5.538,0.27,5.538,0.01,5.538,-0.01
5.54,0.29,,,5.54,0.0,,,5.54,0.01,,,5.54,0.28,5.54,0.01,5.54,-0.01
5.542,0.3,,,5.542,0.0,,,5.542,0.01,,,5.542,0.28,5.542,0.01,5.542,-0.02
5.544,0.29,,,5.544,0.01,,,5.544,0.01,,,5.544,0.29,5.544,0.01,5.544,-0.01
5.546,0.3,,,5.546,0.01,,,5.546,0.01,,,5.546,0.28,5.546,0.01,5.546,0.0
5.548,0.31,,,5.548,0.01,,,5.548,0.01,,,5.548,0.28,5.548,0.0,5.548,0.0
5.55,0.3,,,5.55,0.01,,,5.55,0.01,,,5.55,0.28,5.55,0.0,5.55,0.0
5.552,0.29,,,5.552,0.01,,,5.552,0.0,,,5.552,0.28,5.552,0.0,5.552,0.0
5.554,0.31,,,5.554,0.01,,,5.554,0.0,,,5.554,0.28,5.554,0.0,5.554,0.0
5.556,0.31,,,5.556,0.01,,,5.556,0.0,,,5.556,0.28,5.556,0.01,5.556,0.0
5.558,0.3,,,5.558,0.01,,,5.558,0.01,,,5.558,0.28,5.558,0.01,5.558,0.0
5.56,0.3,,,5.56,0.0,,,5.56,0.01,,,5.56,0.28,5.56,0.0,5.56,0.0
5.562,0.31,,,5.562,0.01,,,5.562,0.0,,,5.562,0.27,5.562,0.01,5.562,-0.01
5.564,0.3,,,5.564,0.01,,,5.564,0.01,,,5.564,0.28,5.564,0.0,5.564,0.0
5.566,0.3,,,5.566,0.0,,,5.566,0.01,,,5.566,0.27,5.566,0.0,5.566,0.0
5.568,0.29,,,5.568,0.01,,,5.568,-0.01,,,5.568,0.28,5.568,0.02,5.568,0.0
5.57,0.3,,,5.57,0.01,,,5.57,0.01,,,5.57,0.28,5.57,0.02,5.57,0.0
5.572,0.3,,,5.572,0.01,,,5.572,0.0,,,5.572,0.28,5.572,0.01,5.572,0.0
5.574,0.3,,,5.574,0.0,,,5.574,0.01,,,5.574,0.28,5.574,0.01,5.574,0.0
5.576,0.3,,,5.576,0.01,,,5.576,0.0,,,5.576,0.28,5.576,0.01,5.576,0.0
5.578,0.3,,,5.578,0.01,,,5.578,0.0,,,5.578,0.29,5.578,0.0,5.578,0.0
5.58,0.3,,,5.58,0.01,,,5.58,0.02,,,5.58,0.28,5.58,0.01,5.58,0.0
5.582,0.3,,,5.582,0.02,,,5.582,0.0,,,5.582,0.27,5.582,0.01,5.582,0.0
5.584,0.31,,,5.584,0.01,,,5.584,0.01,,,5.584,0.28,5.584,0.01,5.584,-0.01
5.586,0.31,,,5.586,0.0,,,5.586,0.02,,,5.586,0.27,5.586,0.03,5.586,-0.01
5.588,0.31,,,5.588,0.0,,,5.588,-0.01,,,5.588,0.28,5.588,0.01,5.588,-0.01
5.59,0.31,,,5.59,0.0,,,5.59,0.01,,,5.59,0.27,5.59,0.0,5.59,0.0
5.592,0.31,,,5.592,0.0,,,5.592,0.0,,,5.592,0.28,5.592,0.02,5.592,-0.01
5.594,0.3,,,5.594,0.0,,,5.594,0.0,,,5.594,0.28,5.594,0.0,5.594,-0.01
5.596,0.31,,,5.596,0.0,,,5.596,0.01,,,5.596,0.27,5.596,0.01,5.596,-0.01
5.598,0.31,,,5.598,0.0,,,5.598,-0.01,,,5.598,0.27,5.598,0.02,5.598,0.0
5.6,0.31,,,5.6,0.0,,,5.6,0.01,,,5.6,0.26,5.6,0.0,5.6,-0.01
5.602,0.31,,,5.602,0.01,,,5.602,0.02,,,5.602,0.26,5.602,0.0,5.602,-0.01
5.604,0.31,,,5.604,0.02,,,5.604,0.0,,,5.604,0.27,5.604,0.02,5.604,0.0
5.606,0.3,,,5.606,0.07,,,5.606,0.02,,,5.606,0.26,5.606,0.01,5.606,0.0
5.608,0.31,,,5.608,0.11,,,5.608,0.01,,,5.608,0.27,5.608,0.0,5.608,0.0
5.61,0.31,,,5.61,0.17,,,5.61,0.01,,,5.61,0.27,5.61,0.02,5.61,0.0
5.612,0.3,,,5.612,0.22,,,5.612,0.01,,,5.612,0.27,5.612,-0.01,5.612,-0.01
5.614,0.31,,,5.614,0.27,,,5.614,0.0,,,5.614,0.27,5.614,0.0,5.614,0.0
5.616,0.31,,,5.616,0.31,,,5.616,0.0,,,5.616,0.27,5.616,0.01,5.616,0.01
5.618,0.32,,,5.618,0.34,,,5.618,0.0,,,5.618,0.27,5.618,-0.01,5.618,0.01
5.62,0.31,,,5.62,0.38,,,5.62,0.0,,,5.62,0.28,5.62,0.01,5.62,0.01
5.622,0.31,,,5.622,0.41,,,5.622,0.0,,,5.622,0.26,5.622,0.01,5.622,0.01
5.624,0.31,,,5.624,0.47,,,5.624,0.0,,,5.624,0.26,5.624,-0.01,5.624,0.01
5.626,0.31,,,5.626,0.5,,,5.626,0.02,,,5.626,0.27,5.626,0.0,5.626,0.01
5.628,0.31,,,5.628,0.53,,,5.628,0.0,,,5.628,0.26,5.628,0.0,5.628,0.0
5.63,0.31,,,5.63,0.56,,,5.63,0.0,,,5.63,0.26,5.63,0.0,5.63,0.01
5.632,0.3,,,5.632,0.59,,,5.632,0.02,,,5.632,0.26,5.632,0.0,5.632,0.0
5.634,0.3,,,5.634,0.64,,,5.634,0.01,,,5.634,0.27,5.634,0.01,5.634,-0.01
5.636,0.3,,,5.636,0.68,,,5.636,0.01,,,5.636,0.27,5.636,0.0,5.636,0.0
5.638,0.3,,,5.638,0.7,,,5.638,0.01,,,5.638,0.27,5.638,0.0,5.638,0.0
5.64,0.3,,,5.64,0.72,,,5.64,0.01,,,5.64,0.28,5.64,0.01,5.64,0.0
5.642,0.3,,,5.642,0.75,,,5.642,0.02,,,5.642,,5.642,0.0,5.642,0.0
5.644,0.3,,,5.644,0.77,,,5.644,0.0,,,5.644,,5.644,0.0,5.644,0.0
5.646,0.3,,,5.646,0.79,,,5.646,0.01,,,5.646,,5.646,0.0,5.646,0.0
5.648,0.3,,,5.648,0.8,,,5.648,0.0,,,,,5.648,-0.01,5.648,0.0
5.65,0.3,,,5.65,0.8,,,5.65,0.02,,,,,5.65,0.01,5.65,0.0
5.652,0.3,,,5.652,0.8,,,5.652,0.01,,,,,5.652,-0.01,5.652,0.0
5.654,0.3,,,5.654,0.79,,,5.654,0.01,,,,,5.654,-0.02,5.654,0.01
5.656,0.29,,,5.656,0.77,,,5.656,0.01,,,,,5.656,0.01,5.656,0.0
5.658,0.29,,,5.658,0.77,,,5.658,0.0,,,,,5.658,0.0,5.658,0.0
5.66,0.3,,,5.66,0.73,,,5.66,0.01,,,,,5.66,0.0,5.66,-0.01
5.662,0.31,,,5.662,0.7,,,5.662,0.0,,,,,5.662,0.02,5.662,-0.01
5.664,0.31,,,5.664,0.67,,,5.664,0.02,,,,,5.664,-0.01,5.664,-0.01
5.666,0.31,,,5.666,0.63,,,5.666,0.01,,,,,5.666,-0.01,5.666,0.0
5.668,0.31,,,5.668,0.59,,,5.668,0.0,,,,,5.668,0.01,5.668,-0.01
5.67,0.31,,,5.67,0.55,,,5.67,0.03,,,,,5.67,0.0,5.67,-0.01
5.672,0.31,,,5.672,0.51,,,5.672,0.0,,,,,5.672,-0.01,5.672,0.0
5.674,0.31,,,5.674,0.47,,,5.674,0.01,,,,,5.674,0.01,5.674,-0.01
5.676,0.31,,,5.676,0.44,,,5.676,0.02,,,,,5.676,0.01,5.676,-0.01
5.678,0.31,,,5.678,0.42,,,5.678,-0.01,,,,,5.678,0.01,5.678,0.0
5.68,0.31,,,5.68,0.39,,,5.68,0.02,,,,,5.68,0.03,5.68,-0.01
5.682,0.31,,,5.682,0.35,,,5.682,0.02,,,,,5.682,0.01,5.682,0.0
5.684,0.31,,,5.684,0.32,,,5.684,0.0,,,,,5.684,0.01,5.684,0.0
5.686,0.32,,,5.686,0.3,,,5.686,0.02,,,,,5.686,0.03,5.686,-0.01
5.688,0.32,,,5.688,0.28,,,5.688,0.0,,,,,5.688,0.0,5.688,-0.01
5.69,0.31,,,5.69,0.26,,,5.69,0.01,,,,,5.69,0.01,5.69,-0.01
5.692,0.31,,,5.692,0.25,,,5.692,0.01,,,,,5.692,0.01,5.692,0.0
5.694,0.31,,,5.694,0.23,,,5.694,0.0,,,,,5.694,0.01,5.694,-0.01
5.696,0.31,,,5.696,0.21,,,5.696,0.01,,,,,5.696,0.01,5.696,-0.01
5.698,0.32,,,5.698,0.21,,,5.698,0.0,,,,,5.698,0.0,5.698,0.0
5.7,0.31,,,5.7,0.18,,,5.7,0.01,,,,,5.7,0.01,5.7,-0.01
5.702,0.31,,,5.702,0.17,,,5.702,0.02,,,,,5.702,0.0,5.702,-0.02
5.704,0.31,,,5.704,0.16,,,5.704,0.01,,,,,5.704,0.0,5.704,-0.02
5.706,0.31,,,5.706,0.15,,,5.706,0.02,,,,,5.706,0.0,5.706,-0.01
5.708,0.31,,,5.708,0.14,,,5.708,0.02,,,,,5.708,0.0,5.708,-0.02
5.71,0.31,,,5.71,0.13,,,5.71,0.0,,,,,5.71,0.0,5.71,-0.01
5.712,0.3,,,5.712,0.12,,,5.712,0.01,,,,,5.712,0.01,5.712,0.0
5.714,0.31,,,5.714,0.11,,,5.714,0.01,,,,,5.714,-0.01,5.714,-0.01
5.716,0.3,,,5.716,0.1,,,5.716,0.01,,,,,5.716,0.0,5.716,0.0
5.718,0.32,,,5.718,0.11,,,5.718,0.02,,,,,5.718,0.01,5.718,0.01
5.72,0.31,,,5.72,0.1,,,5.72,0.0,,,,,5.72,0.01,5.72,0.0
5.722,0.31,,,5.722,0.11,,,5.722,0.03,,,,,5.722,0.01,5.722,-0.01
5.724,0.3,,,5.724,0.1,,,5.724,0.01,,,,,5.724,0.0,5.724,0.0
5.726,0.3,,,5.726,0.1,,,5.726,0.0,,,,,5.726,0.01,5.726,-0.02
5.728,0.3,,,5.728,0.1,,,5.728,0.02,,,,,5.728,0.0,5.728,-0.01
5.73,0.31,,,5.73,0.11,,,5.73,0.0,,,,,5.73,0.0,5.73,-0.01
5.732,0.3,,,5.732,0.1,,,5.732,0.02,,,,,5.732,0.02,5.732,-0.01
5.734,0.3,,,5.734,0.11,,,5.734,0.01,,,,,5.734,0.01,5.734,0.0
5.736,0.29,,,5.736,0.12,,,5.736,0.01,,,,,5.736,0.01,5.736,-0.01
5.738,0.3,,,5.738,0.12,,,5.738,0.03,,,,,5.738,0.0,5.738,-0.01
5.74,0.29,,,5.74,0.13,,,5.74,0.0,,,,,5.74,0.01,5.74,0.0
5.742,0.29,,,5.742,0.13,,,5.742,0.0,,,,,5.742,0.01,5.742,0.0
5.744,0.3,,,5.744,0.13,,,5.744,0.02,,,,,5.744,0.01,5.744,0.01
5.746,0.3,,,5.746,0.14,,,5.746,0.0,,,,,5.746,0.01,5.746,-0.01
5.748,0.29,,,5.748,0.16,,,5.748,0.02,,,,,5.748,0.0,5.748,0.01
5.75,0.29,,,5.75,0.17,,,5.75,0.01,,,,,5.75,0.01,5.75,0.0
5.752,0.3,,,5.752,0.18,,,5.752,0.0,,,,,5.752,0.0,5.752,-0.01
5.754,0.29,,,5.754,0.19,,,5.754,0.02,,,,,5.754,0.0,5.754,-0.02
5.756,0.3,,,5.756,0.2,,,5.756,0.0,,,,,5.756,0.0,5.756,-0.01
5.758,0.3,,,5.758,0.21,,,5.758,0.01,,,,,5.758,0.0,5.758,0.0
5.76,0.3,,,5.76,0.22,,,5.76,0.01,,,,,5.76,-0.01,5.76,-0.01
5.762,0.3,,,5.762,0.24,,,5.762,0.01,,,,,5.762,-0.01,5.762,0.0
5.764,0.3,,,5.764,0.23,,,5.764,0.02,,,,,5.764,-0.01,5.764,0.0
5.766,0.3,,,5.766,0.25,,,5.766,0.0,,,,,5.766,0.0,5.766,0.0
5.768,0.31,,,5.768,0.26,,,5.768,0.03,,,,,5.768,-0.01,5.768,0.0
5.77,0.3,,,5.77,0.27,,,5.77,0.01,,,,,5.77,-0.01,5.77,0.0
5.772,0.31,,,5.772,0.27,,,5.772,0.01,,,,,5.772,-0.02,5.772,0.0
5.774,0.3,,,5.774,0.29,,,5.774,0.01,,,,,5.774,-0.03,5.774,0.0
5.776,0.3,,,5.776,0.3,,,5.776,0.0,,,,,5.776,-0.01,5.776,0.0
5.778,0.31,,,5.778,0.32,,,5.778,0.02,,,,,5.778,6.87,5.778,0.0
5.78,0.32,,,5.78,0.32,,,5.78,0.01,,,,,5.78,23.18,5.78,-0.01
5.782,0.31,,,5.782,0.33,,,5.782,0.0,,,,,5.782,33.69,5.782,0.0
5.784,0.3,,,5.784,0.35,,,5.784,0.02,,,,,5.784,32.32,5.784,0.0
5.786,0.31,,,5.786,0.35,,,5.786,0.02,,,,,5.786,25.32,5.786,0.0
5.788,0.31,,,5.788,0.36,,,5.788,0.0,,,,,5.788,17.9,5.788,-0.01
5.79,0.31,,,5.79,0.36,,,5.79,0.02,,,,,5.79,13.32,5.79,-0.01
5.792,0.31,,,5.792,0.37,,,5.792,0.0,,,,,5.792,8.77,5.792,0.0
5.794,0.32,,,5.794,0.38,,,5.794,0.01,,,,,5.794,3.54,5.794,0.0
5.796,0.31,,,5.796,0.38,,,5.796,0.02,,,,,5.796,0.0,5.796,0.0
5.798,0.31,,,5.798,0.39,,,5.798,0.01,,,,,5.798,0.07,5.798,0.0
5.8,0.31,,,5.8,0.38,,,5.8,0.02,,,,,5.8,0.14,5.8,0.01
5.802,0.31,,,5.802,0.39,,,5.802,0.01,,,,,5.802,-0.1,5.802,0.01
5.804,0.31,,,5.804,0.39,,,5.804,0.01,,,,,5.804,-0.07,5.804,0.0
5.806,0.31,,,5.806,0.39,,,5.806,0.01,,,,,5.806,0.02,5.806,0.0
5.808,0.31,,,5.808,0.4,,,5.808,0.02,,,,,5.808,0.03,5.808,0.0
5.81,0.31,,,5.81,0.39,,,5.81,0.02,,,,,5.81,0.07,5.81,0.0
5.812,0.3,,,5.812,0.39,,,5.812,0.02,,,,,5.812,0.05,5.812,-0.01
5.814,0.3,,,5.814,0.38,,,5.814,0.01,,,,,5.814,-0.01,5.814,0.0
5.816,0.29,,,5.816,0.39,,,5.816,0.01,,,,,5.816,-0.03,5.816,0.0
5.818,0.3,,,5.818,0.38,,,5.818,0.02,,,,,5.818,-0.01,5.818,0.0
5.82,0.29,,,5.82,0.37,,,5.82,0.01,,,,,5.82,0.0,5.82,0.0
5.822,0.3,,,5.822,0.36,,,5.822,0.01,,,,,5.822,0.0,5.822,0.0
5.824,0.29,,,5.824,0.36,,,5.824,0.02,,,,,5.824,0.03,5.824,0.0
5.826,0.3,,,5.826,0.35,,,5.826,0.01,,,,,5.826,0.03,5.826,0.0
5.828,0.29,,,5.828,0.35,,,5.828,0.02,,,,,5.828,0.0,5.828,0.01
5.83,0.29,,,5.83,0.35,,,5.83,0.01,,,,,5.83,0.0,5.83,0.0
5.832,0.3,,,5.832,0.33,,,5.832,0.01,,,,,5.832,-0.01,5.832,0.0
5.834,0.31,,,5.834,0.34,,,5.834,0.02,,,,,5.834,0.0,5.834,0.01
5.836,0.31,,,5.836,0.32,,,5.836,0.01,,,,,5.836,0.01,5.836,0.0
5.838,0.31,,,5.838,0.32,,,5.838,0.01,,,,,5.838,0.01,5.838,0.0
